+==========+====================+===============+=====+=======+====================+===============+
|  Verne   |        Word        |  Occurrences  |     |  Poe  |        Word        |  Occurrences  |
|          |maidens             |1              |     |       |                    |               |
|          |tidvatten           |1              |     |       |                    |               |
|          |subdued             |1              |     |       |                    |               |
|          |agent               |1              |     |       |                    |               |
|          |measurement         |1              |     |       |                    |               |
|          |executive           |1              |     |       |                    |               |
|          |molecules           |1              |     |       |                    |               |
|          |typography          |1              |     |       |                    |               |
|          |vice                |1              |     |       |                    |               |
|          |overlie             |1              |     |       |                    |               |
|          |department          |1              |     |       |                    |               |
|          |favoured            |1              |     |       |                    |               |
|          |skeletons           |1              |     |       |                    |               |
|          |dictation           |1              |     |       |                    |               |
|          |catching            |1              |     |       |                    |               |
|          |tithe               |1              |     |       |                    |               |
|          |doubtless           |1              |     |       |                    |               |
|          |fringe              |1              |     |       |                    |               |
|          |outlay              |1              |     |       |                    |               |
|          |_d_                 |1              |     |       |                    |               |
|          |concert             |1              |     |       |                    |               |
|          |glide               |1              |     |       |                    |               |
|          |collar              |1              |     |       |                    |               |
|          |forsake             |1              |     |       |                    |               |
|          |peril               |1              |     |       |                    |               |
|          |ridiculously        |1              |     |       |                    |               |
|          |rowers              |1              |     |       |                    |               |
|          |rejected            |1              |     |       |                    |               |
|          |contradictory       |1              |     |       |                    |               |
|          |worth               |1              |     |       |                    |               |
|          |branches            |1              |     |       |                    |               |
|          |spa                 |1              |     |       |                    |               |
|          |twelfth             |1              |     |       |                    |               |
|          |fusibility          |1              |     |       |                    |               |
|          |sow                 |1              |     |       |                    |               |
|          |epochs              |1              |     |       |                    |               |
|          |son                 |1              |     |       |                    |               |
|          |oedipus             |1              |     |       |                    |               |
|          |managed             |1              |     |       |                    |               |
|          |caterer             |1              |     |       |                    |               |
|          |experienced         |1              |     |       |                    |               |
|          |irascibly           |1              |     |       |                    |               |
|          |leisurely           |1              |     |       |                    |               |
|          |gospel              |1              |     |       |                    |               |
|          |undressed           |1              |     |       |                    |               |
|          |cedars              |1              |     |       |                    |               |
|          |dialectic           |1              |     |       |                    |               |
|          |apparent            |1              |     |       |                    |               |
|          |allowing            |1              |     |       |                    |               |
|          |counsel             |1              |     |       |                    |               |
|          |swayed              |1              |     |       |                    |               |
|          |kindle              |1              |     |       |                    |               |
|          |seclusion           |1              |     |       |                    |               |
|          |birch               |1              |     |       |                    |               |
|          |rhapsodical         |1              |     |       |                    |               |
|          |simultaneous        |1              |     |       |                    |               |
|          |inaccurate          |1              |     |       |                    |               |
|          |accommodation       |1              |     |       |                    |               |
|          |squared             |1              |     |       |                    |               |
|          |hoarser             |1              |     |       |                    |               |
|          |seventy-first       |1              |     |       |                    |               |
|          |well-remembered     |1              |     |       |                    |               |
|          |mean?—was           |1              |     |       |                    |               |
|          |beloved             |1              |     |       |                    |               |
|          |easy-chair          |1              |     |       |                    |               |
|          |faintly-shadowed    |1              |     |       |                    |               |
|          |sets                |1              |     |       |                    |               |
|          |new-born            |1              |     |       |                    |               |
|          |polyphemus          |1              |     |       |                    |               |
|          |trademark/copyright |1              |     |       |                    |               |
|          |intersect           |1              |     |       |                    |               |
|          |mining              |1              |     |       |                    |               |
|          |pausanias           |1              |     |       |                    |               |
|          |lightnings          |1              |     |       |                    |               |
|          |forwards            |1              |     |       |                    |               |
|          |suffered            |1              |     |       |                    |               |
|          |poverty             |1              |     |       |                    |               |
|          |sufferer            |1              |     |       |                    |               |
|          |water—the           |1              |     |       |                    |               |
|          |rear                |1              |     |       |                    |               |
|          |propitious          |1              |     |       |                    |               |
|          |reap                |1              |     |       |                    |               |
|          |unconscious         |1              |     |       |                    |               |
|          |waged               |1              |     |       |                    |               |
|          |heavens             |1              |     |       |                    |               |
|          |compound            |1              |     |       |                    |               |
|          |rills               |1              |     |       |                    |               |
|          |atlantic—and        |1              |     |       |                    |               |
|          |conservators        |1              |     |       |                    |               |
|          |inspiration         |1              |     |       |                    |               |
|          |depositing          |1              |     |       |                    |               |
|          |disarrangement      |1              |     |       |                    |               |
|          |differed            |1              |     |       |                    |               |
|          |newcastle           |1              |     |       |                    |               |
|          |braced              |1              |     |       |                    |               |
|          |iyloau              |1              |     |       |                    |               |
|          |resigning           |1              |     |       |                    |               |
|          |brushwood           |1              |     |       |                    |               |
|          |gesticulations      |1              |     |       |                    |               |
|          |taciturn            |1              |     |       |                    |               |
|          |crevasses           |1              |     |       |                    |               |
|          |reed                |1              |     |       |                    |               |
|          |reef                |1              |     |       |                    |               |
|          |arriving            |1              |     |       |                    |               |
|          |peats               |1              |     |       |                    |               |
|          |lucky               |1              |     |       |                    |               |
|          |assert              |1              |     |       |                    |               |
|          |endeavours          |1              |     |       |                    |               |
|          |oblige              |1              |     |       |                    |               |
|          |birches             |1              |     |       |                    |               |
|          |knitted             |1              |     |       |                    |               |
|          |earthenware         |1              |     |       |                    |               |
|          |uncoils             |1              |     |       |                    |               |
|          |deluged             |1              |     |       |                    |               |
|          |willing             |1              |     |       |                    |               |
|          |swoon               |1              |     |       |                    |               |
|          |gigantosteologie    |1              |     |       |                    |               |
|          |clutched            |1              |     |       |                    |               |
|          |brick               |1              |     |       |                    |               |
|          |memorable           |1              |     |       |                    |               |
|          |infusible           |1              |     |       |                    |               |
|          |sup                 |1              |     |       |                    |               |
|          |aliment             |1              |     |       |                    |               |
|          |circles             |1              |     |       |                    |               |
|          |shetlands           |1              |     |       |                    |               |
|          |hallo               |1              |     |       |                    |               |
|          |rebuild             |1              |     |       |                    |               |
|          |alchemists          |1              |     |       |                    |               |
|          |ominous             |1              |     |       |                    |               |
|          |accompanying        |1              |     |       |                    |               |
|          |flaming             |1              |     |       |                    |               |
|          |cleave              |1              |     |       |                    |               |
|          |asterophylla        |1              |     |       |                    |               |
|          |mignonette          |1              |     |       |                    |               |
|          |magistrate          |1              |     |       |                    |               |
|          |amphitheatre        |1              |     |       |                    |               |
|          |unperceived         |1              |     |       |                    |               |
|          |corrupt             |1              |     |       |                    |               |
|          |sail!"—and          |1              |     |       |                    |               |
|          |conceal             |1              |     |       |                    |               |
|          |horseman            |1              |     |       |                    |               |
|          |twenty-nine         |1              |     |       |                    |               |
|          |sauroids            |1              |     |       |                    |               |
|          |tortures            |1              |     |       |                    |               |
|          |moselle             |1              |     |       |                    |               |
|          |westman             |1              |     |       |                    |               |
|          |ground—ladders      |1              |     |       |                    |               |
|          |applause            |1              |     |       |                    |               |
|          |ribbed              |1              |     |       |                    |               |
|          |porter              |1              |     |       |                    |               |
|          |prunes              |1              |     |       |                    |               |
|          |soldier             |1              |     |       |                    |               |
|          |marseilles          |1              |     |       |                    |               |
|          |_s_                 |1              |     |       |                    |               |
|          |geschwind           |1              |     |       |                    |               |
|          |downhearted         |1              |     |       |                    |               |
|          |dusting             |1              |     |       |                    |               |
|          |dreamed             |1              |     |       |                    |               |
|          |caves               |1              |     |       |                    |               |
|          |rend                |1              |     |       |                    |               |
|          |sphere              |1              |     |       |                    |               |
|          |rugs                |1              |     |       |                    |               |
|          |agreeing            |1              |     |       |                    |               |
|          |profuse             |1              |     |       |                    |               |
|          |mathematical        |1              |     |       |                    |               |
|          |carapaces           |1              |     |       |                    |               |
|          |directors           |1              |     |       |                    |               |
|          |trifles             |1              |     |       |                    |               |
|          |diet                |1              |     |       |                    |               |
|          |filings             |1              |     |       |                    |               |
|          |transformed         |1              |     |       |                    |               |
|          |treatises           |1              |     |       |                    |               |
|          |monticules          |1              |     |       |                    |               |
|          |commas              |1              |     |       |                    |               |
|          |complicate          |1              |     |       |                    |               |
|          |gratified           |1              |     |       |                    |               |
|          |spliced             |1              |     |       |                    |               |
|          |ambassador          |1              |     |       |                    |               |
|          |lulled              |1              |     |       |                    |               |
|          |ruminant            |1              |     |       |                    |               |
|          |sunny               |1              |     |       |                    |               |
|          |felix               |1              |     |       |                    |               |
|          |melted              |1              |     |       |                    |               |
|          |mmessvnkaSenrA      |1              |     |       |                    |               |
|          |conveyance          |1              |     |       |                    |               |
|          |crunched            |1              |     |       |                    |               |
|          |pittance            |1              |     |       |                    |               |
|          |redactor            |1              |     |       |                    |               |
|          |impassioned         |1              |     |       |                    |               |
|          |nonproprietary      |1              |     |       |                    |               |
|          |inhabits            |1              |     |       |                    |               |
|          |wits                |1              |     |       |                    |               |
|          |glyptodons          |1              |     |       |                    |               |
|          |indolence           |1              |     |       |                    |               |
|          |sublunary           |1              |     |       |                    |               |
|          |blazing             |1              |     |       |                    |               |
|          |tufts               |1              |     |       |                    |               |
|          |truncated           |1              |     |       |                    |               |
|          |levels              |1              |     |       |                    |               |
|          |flutter             |1              |     |       |                    |               |
|          |staffa              |1              |     |       |                    |               |
|          |mid-atlantic        |1              |     |       |                    |               |
|          |coruscations        |1              |     |       |                    |               |
|          |conquer             |1              |     |       |                    |               |
|          |menaces             |1              |     |       |                    |               |
|          |spetelsk            |1              |     |       |                    |               |
|          |over-ruled          |1              |     |       |                    |               |
|          |sick                |1              |     |       |                    |               |
|          |installed           |1              |     |       |                    |               |
|          |toilet              |1              |     |       |                    |               |
|          |stumble             |1              |     |       |                    |               |
|          |reassured           |1              |     |       |                    |               |
|          |ninety              |1              |     |       |                    |               |
|          |tramps              |1              |     |       |                    |               |
|          |coniferae           |1              |     |       |                    |               |
|          |charities           |1              |     |       |                    |               |
|          |misshapen           |1              |     |       |                    |               |
|          |bookcase            |1              |     |       |                    |               |
|          |bristles            |1              |     |       |                    |               |
|          |yelling             |1              |     |       |                    |               |
|          |picks               |1              |     |       |                    |               |
|          |visibly             |1              |     |       |                    |               |
|          |triassic            |1              |     |       |                    |               |
|          |precisely           |1              |     |       |                    |               |
|          |twenty-seven        |1              |     |       |                    |               |
|          |hinted              |1              |     |       |                    |               |
|          |rusty               |1              |     |       |                    |               |
|          |bog                 |1              |     |       |                    |               |
|          |graduated           |1              |     |       |                    |               |
|          |snuff               |1              |     |       |                    |               |
|          |overthrow           |1              |     |       |                    |               |
|          |fireplace           |1              |     |       |                    |               |
|          |decaying            |1              |     |       |                    |               |
|          |planes              |1              |     |       |                    |               |
|          |imprinted           |1              |     |       |                    |               |
|          |crack               |1              |     |       |                    |               |
|          |comrades            |1              |     |       |                    |               |
|          |bleached            |1              |     |       |                    |               |
|          |luckiest            |1              |     |       |                    |               |
|          |delivering          |1              |     |       |                    |               |
|          |untwists            |1              |     |       |                    |               |
|          |obtained            |1              |     |       |                    |               |
|          |shales              |1              |     |       |                    |               |
|          |steered             |1              |     |       |                    |               |
|          |pulse               |1              |     |       |                    |               |
|          |glistened           |1              |     |       |                    |               |
|          |cautious            |1              |     |       |                    |               |
|          |balls               |1              |     |       |                    |               |
|          |appeased            |1              |     |       |                    |               |
|          |avidity             |1              |     |       |                    |               |
|          |grauben             |1              |     |       |                    |               |
|          |packing             |1              |     |       |                    |               |
|          |prejudices          |1              |     |       |                    |               |
|          |mistrust            |1              |     |       |                    |               |
|          |facilities          |1              |     |       |                    |               |
|          |fogs                |1              |     |       |                    |               |
|          |martha's            |1              |     |       |                    |               |
|          |brimming            |1              |     |       |                    |               |
|          |phosphates          |1              |     |       |                    |               |
|          |dazzled             |1              |     |       |                    |               |
|          |mutiny              |1              |     |       |                    |               |
|          |gloomily            |1              |     |       |                    |               |
|          |daunted             |1              |     |       |                    |               |
|          |loathing            |1              |     |       |                    |               |
|          |refitted            |1              |     |       |                    |               |
|          |antiquities         |1              |     |       |                    |               |
|          |caucasian           |1              |     |       |                    |               |
|          |unnatural           |1              |     |       |                    |               |
|          |deuce               |1              |     |       |                    |               |
|          |hushed              |1              |     |       |                    |               |
|          |electricians        |1              |     |       |                    |               |
|          |priori              |1              |     |       |                    |               |
|          |kings               |1              |     |       |                    |               |
|          |cruel               |1              |     |       |                    |               |
|          |descende            |1              |     |       |                    |               |
|          |products            |1              |     |       |                    |               |
|          |straddling          |1              |     |       |                    |               |
|          |impede              |1              |     |       |                    |               |
|          |exceed              |1              |     |       |                    |               |
|          |denied              |1              |     |       |                    |               |
|          |brings              |1              |     |       |                    |               |
|          |tales               |1              |     |       |                    |               |
|          |naphtha             |1              |     |       |                    |               |
|          |cables              |1              |     |       |                    |               |
|          |enthusiast          |1              |     |       |                    |               |
|          |fishing             |1              |     |       |                    |               |
|          |domes               |1              |     |       |                    |               |
|          |cherry-coloured     |1              |     |       |                    |               |
|          |innocent            |1              |     |       |                    |               |
|          |indefinite          |1              |     |       |                    |               |
|          |pardoned            |1              |     |       |                    |               |
|          |algebraic           |1              |     |       |                    |               |
|          |remainder           |1              |     |       |                    |               |
|          |gangers             |1              |     |       |                    |               |
|          |miser               |1              |     |       |                    |               |
|          |requires            |1              |     |       |                    |               |
|          |ichthyosaurus—has   |1              |     |       |                    |               |
|          |depressed           |1              |     |       |                    |               |
|          |animosity           |1              |     |       |                    |               |
|          |crumb               |1              |     |       |                    |               |
|          |clanking            |1              |     |       |                    |               |
|          |ursa                |1              |     |       |                    |               |
|          |greedily            |1              |     |       |                    |               |
|          |deserved            |1              |     |       |                    |               |
|          |quick               |1              |     |       |                    |               |
|          |him—that            |1              |     |       |                    |               |
|          |contracted          |1              |     |       |                    |               |
|          |shillings           |1              |     |       |                    |               |
|          |furnaces            |1              |     |       |                    |               |
|          |vacuum              |1              |     |       |                    |               |
|          |revenue             |1              |     |       |                    |               |
|          |applaud             |1              |     |       |                    |               |
|          |condemned           |1              |     |       |                    |               |
|          |hides               |1              |     |       |                    |               |
|          |intently            |1              |     |       |                    |               |
|          |berg                |1              |     |       |                    |               |
|          |kicking             |1              |     |       |                    |               |
|          |heroes              |1              |     |       |                    |               |
|          |snapped             |1              |     |       |                    |               |
|          |admiral             |1              |     |       |                    |               |
|          |interruption        |1              |     |       |                    |               |
|          |tumbled             |1              |     |       |                    |               |
|          |thickets            |1              |     |       |                    |               |
|          |prove               |1              |     |       |                    |               |
|          |consistency         |1              |     |       |                    |               |
|          |non-fragile         |1              |     |       |                    |               |
|          |lashes              |1              |     |       |                    |               |
|          |temple              |1              |     |       |                    |               |
|          |titles              |1              |     |       |                    |               |
|          |inconceivable       |1              |     |       |                    |               |
|          |precipice           |1              |     |       |                    |               |
|          |priests             |1              |     |       |                    |               |
|          |sought              |1              |     |       |                    |               |
|          |nipple-toothed      |1              |     |       |                    |               |
|          |fjordungr           |1              |     |       |                    |               |
|          |quenched            |1              |     |       |                    |               |
|          |gowns               |1              |     |       |                    |               |
|          |crawling            |1              |     |       |                    |               |
|          |reproaches          |1              |     |       |                    |               |
|          |repress             |1              |     |       |                    |               |
|          |unfortunately       |1              |     |       |                    |               |
|          |ill-clad            |1              |     |       |                    |               |
|          |badstofa            |1              |     |       |                    |               |
|          |troïl               |1              |     |       |                    |               |
|          |divide              |1              |     |       |                    |               |
|          |yourself—this       |1              |     |       |                    |               |
|          |situ                |1              |     |       |                    |               |
|          |wallflowers         |1              |     |       |                    |               |
|          |mercurial           |1              |     |       |                    |               |
|          |espied              |1              |     |       |                    |               |
|          |irresistibly        |1              |     |       |                    |               |
|          |audibly             |1              |     |       |                    |               |
|          |eigel's             |1              |     |       |                    |               |
|          |audible             |1              |     |       |                    |               |
|          |humane              |1              |     |       |                    |               |
|          |closest             |1              |     |       |                    |               |
|          |hypertext           |1              |     |       |                    |               |
|          |busk                |1              |     |       |                    |               |
|          |limpid              |1              |     |       |                    |               |
|          |vastness            |1              |     |       |                    |               |
|          |leather             |1              |     |       |                    |               |
|          |inhaled             |1              |     |       |                    |               |
|          |terra-cotta         |1              |     |       |                    |               |
|          |intrusive           |1              |     |       |                    |               |
|          |acknowledgments     |1              |     |       |                    |               |
|          |bury                |1              |     |       |                    |               |
|          |belgium             |1              |     |       |                    |               |
|          |viciously           |1              |     |       |                    |               |
|          |dionysius           |1              |     |       |                    |               |
|          |salute              |1              |     |       |                    |               |
|          |difference          |1              |     |       |                    |               |
|          |esrevel             |1              |     |       |                    |               |
|          |closets             |1              |     |       |                    |               |
|          |illuminating        |1              |     |       |                    |               |
|          |dipterides          |1              |     |       |                    |               |
|          |cat                 |1              |     |       |                    |               |
|          |breathing           |1              |     |       |                    |               |
|          |waifs               |1              |     |       |                    |               |
|          |corpse              |1              |     |       |                    |               |
|          |illumination        |1              |     |       |                    |               |
|          |emit                |1              |     |       |                    |               |
|          |egotist             |1              |     |       |                    |               |
|          |büdir               |1              |     |       |                    |               |
|          |tuffs               |1              |     |       |                    |               |
|          |pistols             |1              |     |       |                    |               |
|          |craft               |1              |     |       |                    |               |
|          |ruined              |1              |     |       |                    |               |
|          |one—the             |1              |     |       |                    |               |
|          |hollows             |1              |     |       |                    |               |
|          |crags               |1              |     |       |                    |               |
|          |spending            |1              |     |       |                    |               |
|          |full-sized          |1              |     |       |                    |               |
|          |mercury             |1              |     |       |                    |               |
|          |grandest            |1              |     |       |                    |               |
|          |disdainfully        |1              |     |       |                    |               |
|          |jealous             |1              |     |       |                    |               |
|          |throbbing           |1              |     |       |                    |               |
|          |sumptuous           |1              |     |       |                    |               |
|          |unaccustomed        |1              |     |       |                    |               |
|          |anxiously           |1              |     |       |                    |               |
|          |hillocky—lies       |1              |     |       |                    |               |
|          |tabiled             |1              |     |       |                    |               |
|          |drowning            |1              |     |       |                    |               |
|          |silk                |1              |     |       |                    |               |
|          |romantic            |1              |     |       |                    |               |
|          |fifteenth           |1              |     |       |                    |               |
|          |topgallant          |1              |     |       |                    |               |
|          |sonorous            |1              |     |       |                    |               |
|          |recreations         |1              |     |       |                    |               |
|          |beef                |1              |     |       |                    |               |
|          |introduce           |1              |     |       |                    |               |
|          |rumble              |1              |     |       |                    |               |
|          |stratum             |1              |     |       |                    |               |
|          |gaul                |1              |     |       |                    |               |
|          |loamy               |1              |     |       |                    |               |
|          |admired             |1              |     |       |                    |               |
|          |divine              |1              |     |       |                    |               |
|          |guessed             |1              |     |       |                    |               |
|          |narrowed            |1              |     |       |                    |               |
|          |assemblage          |1              |     |       |                    |               |
|          |monotonously        |1              |     |       |                    |               |
|          |gate                |1              |     |       |                    |               |
|          |stories             |1              |     |       |                    |               |
|          |diving              |1              |     |       |                    |               |
|          |pitch               |1              |     |       |                    |               |
|          |spatter             |1              |     |       |                    |               |
|          |corvette            |1              |     |       |                    |               |
|          |falconer            |1              |     |       |                    |               |
|          |bales               |1              |     |       |                    |               |
|          |calling             |1              |     |       |                    |               |
|          |fulfil              |1              |     |       |                    |               |
|          |voluted             |1              |     |       |                    |               |
|          |immortal            |1              |     |       |                    |               |
|          |palmacites          |1              |     |       |                    |               |
|          |foremost            |1              |     |       |                    |               |
|          |dependence          |1              |     |       |                    |               |
|          |caged               |1              |     |       |                    |               |
|          |imponderable        |1              |     |       |                    |               |
|          |upheaval            |1              |     |       |                    |               |
|          |allude              |1              |     |       |                    |               |
|          |story               |1              |     |       |                    |               |
|          |panting             |1              |     |       |                    |               |
|          |inexpressible       |1              |     |       |                    |               |
|          |engine              |1              |     |       |                    |               |
|          |valleys             |1              |     |       |                    |               |
|          |eloquence           |1              |     |       |                    |               |
